iteration,loss
4636,0.005530369447043276
4653,0.005593000938052881
4671,0.005604694067804124
4689,0.005621216844613782
4701,0.005538405273112971
4718,0.005493440202905728
4735,0.005576056876567427
4753,0.0055458157429747424
4770,0.005562503477057797
4787,0.005543584098326487
4801,0.005597974098417076
4819,0.005628053465324374
4837,0.005650375809487298
4854,0.005609072203203183
4871,0.005585820482996732
4889,0.00559807537219443
4901,0.005554783663413449
4919,0.005429595156093165
4936,0.005418365487540456
4953,0.005410759271643601
4970,0.005449518605632771
4988,0.005407144168874598
5001,0.005444068505203473
